masked_sentence	mask_token_str	mapping_type	learnerl1	learnerRawScore	annotationErrorType	incorrect_token	incorrect_token_idx	incorrect_token_length	incorrect_token_pos
Pat and I have still been good friends but we have never had [MASK] other secret together .	[MASK]	replacement_correction	German	30.0	RP	an	13	2	DT
Pat and I have still been good friends but we have never had an [MASK] secret together .	[MASK]	replacement_correction	German	30.0	RP	other	14	5	JJ
They will have to stay on the streets as streets [MASK] their home .	[MASK]	replacement_correction	Russian	25.00	AGV	is	10	2	VBZ
Why was he not [MASK] ?	[MASK]	replacement_correction	French	28.0	RY	here	4	4	RB
Thanks for your letter [MASK]	[MASK]	replacement_correction	Japanese	33.00	RP	,	4	1	,
George was about to be [MASK] on account of his colour skin .	[MASK]	replacement_correction	Chinese	39.00	S	linched	5	7	VBN
George was about to be linched on account of his [MASK] skin .	[MASK]	replacement_correction	Chinese	39.00	W	colour	10	6	NN
George was about to be linched on account of his colour [MASK] .	[MASK]	replacement_correction	Chinese	39.00	W	skin	11	4	NN
I went near the house and waited to [MASK] what it would happen .	[MASK]	replacement_correction	French	26.00	RV	look	8	4	VB
You can guess how [MASK] enjoyable surprise receiving your letter was for me .	[MASK]	replacement_correction	French	25.0	W	an	4	2	DT
You can guess how an [MASK] surprise receiving your letter was for me .	[MASK]	replacement_correction	French	25.0	W	enjoyable	5	9	JJ
You can guess how an enjoyable [MASK] receiving your letter was for me .	[MASK]	replacement_correction	French	25.0	W	surprise	6	8	NN
Finally , I 'd like to [MASK] some further questions : what kind of clothes do I have to bring ?	[MASK]	replacement_correction	Spanish	33.0	RV	add	6	3	VB
And one last thing I would like to know about [MASK] kind of clothes should I take , if I have to take some money with me and if there are any expenses I have to pay at the camp .	[MASK]	replacement_correction	Spanish	32.0	RQ	which	10	5	WDT
And one last thing I would like to know about which kind of clothes [MASK] I take , if I have to take some money with me and if there are any expenses I have to pay at the camp .	[MASK]	replacement_correction	Spanish	32.0	W	should	14	6	MD
And one last thing I would like to know about which kind of clothes should [MASK] take , if I have to take some money with me and if there are any expenses I have to pay at the camp .	[MASK]	replacement_correction	Spanish	32.0	W	I	15	1	PRP
And one last thing I would like to know about which kind of clothes should I take , if I have to take some money with me and if there are any expenses I have to [MASK] at the camp .	[MASK]	replacement_correction	Spanish	32.0	RV	pay	36	3	VB
However , the [MASK] 'd rather play table tennis or badminton .	[MASK]	replacement_correction	Korean	25.0	L	girls	3	5	NNS
However , the girls [MASK] rather play table tennis or badminton .	[MASK]	replacement_correction	Korean	25.0	L	'd	4	2	MD
Secondly , the best way from the hotel to the conference is to take the bus , which [MASK] specially organized by us .	[MASK]	replacement_correction	Chinese	27.00	TV	is	18	2	VBZ
Would you like to tell me how much should [MASK] taken with me as pocket money and what shall I wear at that time ?	[MASK]	replacement_correction	Chinese	36.0	FV	be	9	2	VB
Would you like to tell me how much should be [MASK] with me as pocket money and what shall I wear at that time ?	[MASK]	replacement_correction	Chinese	36.0	FV	taken	10	5	VBN
Would you like to tell me how much should be taken with me as pocket money and what [MASK] I wear at that time ?	[MASK]	replacement_correction	Chinese	36.0	RV	shall	18	5	MD
[MASK] faithfully ,	[MASK]	replacement_correction	Chinese	27.0	DA	Your	0	4	PRP$
Without a computer and a telephone , I could n't contact her easily and I [MASK] lose touch with her .	[MASK]	replacement_correction	Japanese	27.0	RV	may	15	3	MD
It aims at [MASK] our standard of life and makes us live more comfortably .	[MASK]	replacement_correction	Chinese	21.0	FV	improving	3	9	VBG
It aims at improving our standard of life and [MASK] us live more comfortably .	[MASK]	replacement_correction	Chinese	21.0	RV	makes	9	5	VBZ
It aims at improving our standard of life and makes us [MASK] more comfortably .	[MASK]	replacement_correction	Chinese	21.0	FV	live	11	4	VB
Shopping is not always enjoyable [MASK]	[MASK]	replacement_correction	Chinese	14.0	RP	,	5	1	,
[MASK] have a long quare or a mechine was broken .	[MASK]	replacement_correction	Chinese	14.0	RP	sometimes	0	9	RB
sometimes [MASK] a long quare or a mechine was broken .	[MASK]	replacement_correction	Chinese	14.0	R	have	1	4	VB
sometimes have a long [MASK] or a mechine was broken .	[MASK]	replacement_correction	Chinese	14.0	S	quare	4	5	NN
sometimes have a long quare or a [MASK] was broken .	[MASK]	replacement_correction	Chinese	14.0	S	mechine	7	7	NN
sometimes have a long quare or a mechine [MASK] broken .	[MASK]	replacement_correction	Chinese	14.0	TV	was	8	3	VBD
[MASK] the advertisement , you mentioned Mr. Danny Brook and Ms. Tina Truelove were going to play but actually different people were playing , whom I have never seen before .	[MASK]	replacement_correction	Japanese	29.0	RT	With	0	4	IN
With the advertisement , you mentioned Mr. Danny Brook and Ms. Tina Truelove were going to [MASK] but actually different people were playing , whom I have never seen before .	[MASK]	replacement_correction	Japanese	29.0	RV	play	16	4	VB
With the advertisement , you mentioned Mr. Danny Brook and Ms. Tina Truelove were going to play but actually different people were [MASK] , whom I have never seen before .	[MASK]	replacement_correction	Japanese	29.0	RV	playing	22	7	VBG
With the advertisement , you mentioned Mr. Danny Brook and Ms. Tina Truelove were going to play but actually different people were playing , whom I [MASK] never seen before .	[MASK]	replacement_correction	Japanese	29.0	TV	have	26	4	VBP
[MASK] sincerly	[MASK]	replacement_correction	Chinese	26.00	DA	Your	0	4	PRP$
Your [MASK]	[MASK]	replacement_correction	Chinese	26.00	DY	sincerly	1	8	NN
I would like that you [MASK] me back some money of the tickets .	[MASK]	replacement_correction	Spanish	26.0	FV	give	5	4	VBP
I would like that you give me back some money [MASK] the tickets .	[MASK]	replacement_correction	Spanish	26.0	RT	of	10	2	IN
This is the first time I won a prize in [MASK] kind of competitions so I would like to clear some doubts .	[MASK]	replacement_correction	Spanish	18.0	AGD	these	10	5	DT
This is the first time I won a prize in these kind of [MASK] so I would like to clear some doubts .	[MASK]	replacement_correction	Spanish	18.0	AGN	competitions	13	12	NNS
This is the first time I won a prize in these kind of competitions so I would like to [MASK] some doubts .	[MASK]	replacement_correction	Spanish	18.0	RV	clear	19	5	VB
This is the first time I won a prize in these kind of competitions so I would like to clear [MASK] doubts .	[MASK]	replacement_correction	Spanish	18.0	R	some	20	4	DT
This is the first time I won a prize in these kind of competitions so I would like to clear some [MASK] .	[MASK]	replacement_correction	Spanish	18.0	RN	doubts	21	6	NNS
Thanks for all [MASK] informations ,	[MASK]	replacement_correction	Italian	27.0	R	these	3	5	DT
Thanks for all these [MASK] ,	[MASK]	replacement_correction	Italian	27.0	CN	informations	4	12	NNS
Thanks for all these informations [MASK]	[MASK]	replacement_correction	Italian	27.0	RP	,	5	1	,
I suddenly remembered that I [MASK] Pat to help her with her history homework .	[MASK]	replacement_correction	Turkish	24.0	TV	promised	5	8	VBD
I suddenly remembered that I promised Pat [MASK] help her with her history homework .	[MASK]	replacement_correction	Turkish	24.0	R	to	7	2	TO
I suddenly remembered that I promised Pat to [MASK] her with her history homework .	[MASK]	replacement_correction	Turkish	24.0	TV	help	8	4	VB
I think [MASK] are reasons enough for enquiring about some money back .	[MASK]	replacement_correction	German	21.0	AGA	this	2	4	DT
I think this are reasons enough for [MASK] about some money back .	[MASK]	replacement_correction	German	21.0	FV	enquiring	7	9	VBG
I was told [MASK] be able to get discounts , however , I could not get any .	[MASK]	replacement_correction	Turkish	28.0	TV	to	3	2	TO
I was told to [MASK] able to get discounts , however , I could not get any .	[MASK]	replacement_correction	Turkish	28.0	TV	be	4	2	VB
The first thing I do every day , when I get up , is to prepare fantastic cappuccino with my [MASK] machine .	[MASK]	replacement_correction	Italian	33.0	S	coffe	20	5	NN
I suggest [MASK] increase the number of them , because it will be more exiting to film .	[MASK]	replacement_correction	Russian	34.0	FV	to	2	2	TO
I suggest to [MASK] the number of them , because it will be more exiting to film .	[MASK]	replacement_correction	Russian	34.0	FV	increase	3	8	VB
I suggest to increase the number of them , because it will be more [MASK] to film .	[MASK]	replacement_correction	Russian	34.0	SX	exiting	14	7	VBG
As you know , I like a pop music so much and singer was one of my [MASK] singers .	[MASK]	replacement_correction	Korean	28.0	SA	favorite	17	8	JJ
I also will be pleased to stay in [MASK] cabins .	[MASK]	replacement_correction	German	31.0	AGN	log	8	3	NN
I also will be pleased to stay in log [MASK] .	[MASK]	replacement_correction	German	31.0	AGN	cabins	9	6	NNS
Moreover , in your advert you [MASK] about discounts available but it was not the case .	[MASK]	replacement_correction	French	31.0	RV	spoke	6	5	VBP
Moreover , in your advert you spoke [MASK] discounts available but it was not the case .	[MASK]	replacement_correction	French	31.0	R	about	7	5	IN
Because of the quality of the evening I [MASK] , the only thing you can do is giving me back at least the half of the cost of ticket .	[MASK]	replacement_correction	Italian	23.0	RV	spent	8	5	VBD
Because of the quality of the evening I spent , the only thing you can do is [MASK] me back at least the half of the cost of ticket .	[MASK]	replacement_correction	Italian	23.0	FV	giving	17	6	VBG
Therefore , I think you should [MASK] some money back for me .	[MASK]	replacement_correction	Japanese	27.0	AS	pay	6	3	VB
Therefore , I think you should pay [MASK] money back for me .	[MASK]	replacement_correction	Japanese	27.0	AS	some	7	4	DT
Therefore , I think you should pay some [MASK] back for me .	[MASK]	replacement_correction	Japanese	27.0	AS	money	8	5	NN
Therefore , I think you should pay some money [MASK] for me .	[MASK]	replacement_correction	Japanese	27.0	AS	back	9	4	RP
Therefore , I think you should pay some money back [MASK] me .	[MASK]	replacement_correction	Japanese	27.0	AS	for	10	3	IN
Therefore , I think you should pay some money back for [MASK] .	[MASK]	replacement_correction	Japanese	27.0	AS	me	11	2	PRP
If is possible I would like [MASK] .	[MASK]	replacement_correction	Spanish	32.0	FV	swimming	6	8	NN
What is impressive [MASK] this building is the number of tubes that you can see outside and inside the building .	[MASK]	replacement_correction	French	27.00	RT	on	3	2	IN
In addition I need to know whether meals are included or not [MASK] the accomodation so that I could decide how much I must have with me .	[MASK]	replacement_correction	Italian	35.0	R	in	12	2	IN
In addition I need to know whether meals are included or not in the [MASK] so that I could decide how much I must have with me .	[MASK]	replacement_correction	Italian	35.0	S	accomodation	14	12	NN
In addition I need to know whether meals are included or not in the accomodation so that I [MASK] decide how much I must have with me .	[MASK]	replacement_correction	Italian	35.0	TV	could	18	5	MD
I have no doubt that you will succeed [MASK] next year 's festival .	[MASK]	replacement_correction	Japanese	30.00	RT	in	8	2	IN
About [MASK] , I prefer stay log cabins because I do n't like to stay in tents which are unconfortable for me .	[MASK]	replacement_correction	Japanese	22.0	S	accomodation	1	12	NN
About accomodation , I prefer [MASK] log cabins because I do n't like to stay in tents which are unconfortable for me .	[MASK]	replacement_correction	Japanese	22.0	FV	stay	5	4	JJ
About accomodation , I prefer stay log cabins because I do n't like to stay in tents which are [MASK] for me .	[MASK]	replacement_correction	Japanese	22.0	S	unconfortable	19	13	JJ
Before opening , the pop star [MASK] the mistake , otherwise it would be a disaster .	[MASK]	replacement_correction	Chinese	33.0	RV	found	6	5	VBD
Before opening , the pop star found the mistake [MASK] otherwise it would be a disaster .	[MASK]	replacement_correction	Chinese	33.0	RP	,	9	1	,
Before opening , the pop star found the mistake , [MASK] it would be a disaster .	[MASK]	replacement_correction	Chinese	33.0	RP	otherwise	10	9	IN
Before opening , the pop star found the mistake , otherwise it would [MASK] a disaster .	[MASK]	replacement_correction	Chinese	33.0	TV	be	13	2	VB
You can feel the fresh air and listen to animals [MASK] this will be a great oportunety !	[MASK]	replacement_correction	German	28.0	RP	,	10	1	,
You can feel the fresh air and listen to animals , [MASK] will be a great oportunety !	[MASK]	replacement_correction	German	28.0	RP	this	11	4	DT
You can feel the fresh air and listen to animals , this will be a great [MASK] !	[MASK]	replacement_correction	German	28.0	S	oportunety	16	10	NN
I will contact you , if I [MASK] have more questions .	[MASK]	replacement_correction	Russian	22.0	TV	will	7	4	MD
I will contact you , if I will [MASK] more questions .	[MASK]	replacement_correction	Russian	22.0	TV	have	8	4	VB
I could actually say that if it had n't been for Mr. White she would [MASK] never passed her exam to enter University .	[MASK]	replacement_correction	Italian	34.0	W	have	15	4	VB
I could actually say that if it had n't been for Mr. White she would have [MASK] passed her exam to enter University .	[MASK]	replacement_correction	Italian	34.0	W	never	16	5	RB
I mean , I wo n't get sick [MASK] them !	[MASK]	replacement_correction	Korean	30.0	RT	in	8	2	IN
These singers are going to come next year so I want to invite you to my house for one or two weeks to see [MASK] pop concert ,	[MASK]	replacement_correction	Russian	26.0	AGD	these	24	5	DT
These singers are going to come next year so I want to invite you to my house for one or two weeks to see these pop concert [MASK]	[MASK]	replacement_correction	Russian	26.0	RP	,	27	1	,
For example , girls must keep the length of [MASK] skirt by 5 cm under their knees .	[MASK]	replacement_correction	Japanese	31.00	RD	the	9	3	DT
For example , girls must keep the length of the [MASK] by 5 cm under their knees .	[MASK]	replacement_correction	Japanese	31.00	FN	skirt	10	5	NN
For example , girls must keep the length of the skirt by 5 cm [MASK] their knees .	[MASK]	replacement_correction	Japanese	31.00	RT	under	14	5	IN
But [MASK] was n't all .	[MASK]	replacement_correction	Turkish	25.0	RA	it	1	2	PRP
I told her that I [MASK] to tell her something .	[MASK]	replacement_correction	Turkish	24.0	TV	want	5	4	VBP
There were [MASK] discounts available for the tickets and the theatre 's restaurant was closed after the show because it was too late .	[MASK]	replacement_correction	Spanish	26.0	RD	not	2	3	RB
I was doing my [MASK] when I heard an explosion .	[MASK]	replacement_correction	Italian	29.00	CN	homeworks	4	9	NNS
I dared to ask him and he told me [MASK] truth .	[MASK]	replacement_correction	Japanese	37.0	RD	his	9	3	PRP$
[MASK] last but not least , it is a good kind of entertainments .	[MASK]	replacement_correction	Chinese	32.00	ID	The	0	3	DT
The [MASK] but not least , it is a good kind of entertainments .	[MASK]	replacement_correction	Chinese	32.00	ID	last	1	4	JJ
The last [MASK] not least , it is a good kind of entertainments .	[MASK]	replacement_correction	Chinese	32.00	ID	but	2	3	CC
The last but [MASK] least , it is a good kind of entertainments .	[MASK]	replacement_correction	Chinese	32.00	ID	not	3	3	RB
The last but not [MASK] , it is a good kind of entertainments .	[MASK]	replacement_correction	Chinese	32.00	ID	least	4	5	JJS
The last but not least , it is a good kind of [MASK] .	[MASK]	replacement_correction	Chinese	32.00	AGN	entertainments	12	14	NNS
First of all we [MASK] thanks for the good programme especially for the Science Museum on Tuesday 14th	[MASK]	replacement_correction	Italian	24.00	R	make	4	4	VBP
First of all we make [MASK] for the good programme especially for the Science Museum on Tuesday 14th	[MASK]	replacement_correction	Italian	24.00	R	thanks	5	6	NNS
First of all we make thanks for the [MASK] programme especially for the Science Museum on Tuesday 14th	[MASK]	replacement_correction	Italian	24.00	RJ	good	8	4	JJ
That was so [MASK] , people was starving .	[MASK]	replacement_correction	Spanish	25.0	RJ	uncomfortable	3	13	JJ
That was so uncomfortable , people [MASK] starving .	[MASK]	replacement_correction	Spanish	25.0	AGV	was	6	3	VBD
Two of my [MASK] activities are swimming and photography .	[MASK]	replacement_correction	French	23.0	RJ	best	3	4	JJS
Thank you very much for this [MASK]	[MASK]	replacement_correction	Italian	29.0	RN	occasion	6	8	NN
I 'd like to travel only in July , because , [MASK] the rest of the year , I 'm working in a bank .	[MASK]	replacement_correction	Italian	29.0	RT	in	11	2	IN
Instead , you keep thinking about the initial product you could not afford , resulting [MASK] more frustration and tiredness .	[MASK]	replacement_correction	Chinese	37.0	RT	into	15	4	IN
I would be more than happy if you could [MASK] provided me with tent .	[MASK]	replacement_correction	Russian	24.0	FV	have	9	4	VB
I would be more than happy if you could have [MASK] me with tent .	[MASK]	replacement_correction	Russian	24.0	FV	provided	10	8	VBN
Caroline discovered everything , and argued with the [MASK] couple .	[MASK]	replacement_correction	Portuguese	25.0	DJ	infidel	8	7	JJ
We see , the objects will [MASK] smaller .	[MASK]	replacement_correction	German	13.0	RV	come	6	4	VB
At that time I was lucky and also , I would like to [MASK] other friends .	[MASK]	replacement_correction	Korean	23.00	S	recommand	13	9	VB
Danny Brook is one of my [MASK] actors and there was playing another one .	[MASK]	replacement_correction	Spanish	24.0	SA	favorite	6	8	JJ
Danny Brook is one of my favorite actors and there [MASK] playing another one .	[MASK]	replacement_correction	Spanish	24.0	RV	was	10	3	VBD
Danny Brook is one of my favorite actors and there was [MASK] another one .	[MASK]	replacement_correction	Spanish	24.0	RV	playing	11	7	VBG
Danny Brook is one of my favorite actors and there was playing [MASK] one .	[MASK]	replacement_correction	Spanish	24.0	R	another	12	7	DT
I was not [MASK] with the show at all because it was very different from the information your advertisement had stated .	[MASK]	replacement_correction	Japanese	33.0	S	satified	3	8	VBN
I was not satified with the show at all because it was very different from the [MASK] your advertisement had stated .	[MASK]	replacement_correction	Japanese	33.0	RN	information	16	11	NN
I was not satified with the show at all because it was very different from the information your advertisement had [MASK] .	[MASK]	replacement_correction	Japanese	33.0	RV	stated	20	6	VBN
[MASK] using especial machines doctors have be able to save more lives than in the past .	[MASK]	replacement_correction	Portuguese	30.0	RP	by	0	2	IN
by using [MASK] machines doctors have be able to save more lives than in the past .	[MASK]	replacement_correction	Portuguese	30.0	L	especial	2	8	JJ
by using especial machines doctors have [MASK] able to save more lives than in the past .	[MASK]	replacement_correction	Portuguese	30.0	TV	be	6	2	VB
I look forward to receiving your reply and hope the information above will [MASK] towards the preparation for the weeks in subject .	[MASK]	replacement_correction	Portuguese	35.0	DV	helpful	13	7	VB
I look forward to receiving your reply and hope the information above will helpful towards the preparation for the weeks in [MASK] .	[MASK]	replacement_correction	Portuguese	35.0	RN	subject	21	7	NN
Finally , after [MASK] for long time , she was dead because of car accident .	[MASK]	replacement_correction	Japanese	24.00	TV	chasing	3	7	VBG
Finally , after chasing for long time , she was [MASK] because of car accident .	[MASK]	replacement_correction	Japanese	24.00	DV	dead	10	4	JJ
Finally , after chasing for long time , she was dead [MASK] of car accident .	[MASK]	replacement_correction	Japanese	24.00	RT	because	11	7	IN
Finally , after chasing for long time , she was dead because [MASK] car accident .	[MASK]	replacement_correction	Japanese	24.00	RT	of	12	2	IN
I would like to stay [MASK] long cabins because I have stayed at tents many times in my childhood .	[MASK]	replacement_correction	Japanese	26.0	RT	at	5	2	IN
I would like to stay at [MASK] cabins because I have stayed at tents many times in my childhood .	[MASK]	replacement_correction	Japanese	26.0	SX	long	6	4	RB
I would like to stay at long cabins because I have stayed [MASK] tents many times in my childhood .	[MASK]	replacement_correction	Japanese	26.0	RT	at	12	2	IN
[MASK] , I liked cleaning the stage , because I could stand a famouse singer 's stage and I could feel his enthusiasm , even though I had to clean it .	[MASK]	replacement_correction	Korean	24.0	RY	Especially	0	10	RB
Especially , I liked cleaning the stage , because I could stand a [MASK] singer 's stage and I could feel his enthusiasm , even though I had to clean it .	[MASK]	replacement_correction	Korean	24.0	S	famouse	13	7	NN
Above all , realistic stories teach me something [MASK] the life , or at least influence me .	[MASK]	replacement_correction	Korean	34.00	RT	of	8	2	IN
Please , let me know [MASK] questions as soon as possible .	[MASK]	replacement_correction	Korean	28.0	AGD	this	5	4	DT
We have [MASK] already discussed and we think it would be a great opportunity because a lot of students a very keen ongoing .	[MASK]	replacement_correction	German	30.00	W	it	2	2	PRP
We have it [MASK] discussed and we think it would be a great opportunity because a lot of students a very keen ongoing .	[MASK]	replacement_correction	German	30.00	W	already	3	7	RB
We have it already [MASK] and we think it would be a great opportunity because a lot of students a very keen ongoing .	[MASK]	replacement_correction	German	30.00	W	discussed	4	9	VBD
We have it already discussed and we think it would be a great opportunity because a lot of students [MASK] very keen ongoing .	[MASK]	replacement_correction	German	30.00	R	a	19	1	DT
We have it already discussed and we think it would be a great opportunity because a lot of students a very keen [MASK] .	[MASK]	replacement_correction	German	30.00	RP	ongoing	22	7	NN
The horrible thing about this is , I 'm still in heaven , but out with the wrong person , because Pat mixed the [MASK] with their names .	[MASK]	replacement_correction	German	23.0	L	persons	24	7	NNS
For activities we should film [MASK] lessons because we always do something new .	[MASK]	replacement_correction	Russian	26.0	DJ	sport	5	5	VB
It 's the place where you can meet your friends , where you can talk [MASK] , there are no teatchers ,	[MASK]	replacement_correction	French	24.0	RY	free	15	4	JJ
It 's the place where you can meet your friends , where you can talk free , there are no [MASK] ,	[MASK]	replacement_correction	French	24.0	S	teatchers	20	9	NNS
It 's the place where you can meet your friends , where you can talk free , there are no teatchers [MASK]	[MASK]	replacement_correction	French	24.0	RP	,	21	1	,
[MASK] could be a good contrast to the serious of the lessons .	[MASK]	replacement_correction	French	24.0	RP	it	0	2	PRP
it could be a good contrast to the [MASK] of the lessons .	[MASK]	replacement_correction	French	24.0	DN	serious	8	7	JJ
As you know , I was there to help [MASK] the good running of the concert and there was a lot of different things to do .	[MASK]	replacement_correction	French	25.0	RT	for	9	3	IN
As you know , I was there to help for the good running of the concert and there [MASK] a lot of different things to do .	[MASK]	replacement_correction	French	25.0	AGV	was	18	3	VBD
[MASK] pop concert had ten pop bands .	[MASK]	replacement_correction	Russian	21.0	RD	A	0	1	DT
First of all , as you also know , lots of technology [MASK] boosted since few years .	[MASK]	replacement_correction	French	22.0	AGV	have	12	4	VBP
First of all , as you also know , lots of technology have [MASK] since few years .	[MASK]	replacement_correction	French	22.0	RV	boosted	13	7	VBN
First of all , as you also know , lots of technology have boosted [MASK] few years .	[MASK]	replacement_correction	French	22.0	RT	since	14	5	IN
Computers changed my daily routine because when I was younger , I [MASK] spending most of my days outside playing basketball but now , I just play on the computers all day .	[MASK]	replacement_correction	Russian	30.0	TV	was	12	3	VBD
Computers changed my daily routine because when I was younger , I was [MASK] most of my days outside playing basketball but now , I just play on the computers all day .	[MASK]	replacement_correction	Russian	30.0	TV	spending	13	8	VBG
I enjoyed it very much and I think you [MASK] had a great idea .	[MASK]	replacement_correction	Italian	29.00	TV	have	9	4	VBP
I enjoyed it very much and I think you have [MASK] a great idea .	[MASK]	replacement_correction	Italian	29.00	TV	had	10	3	VBN
Unfortunately , modern technology [MASK] the life for many people easier .	[MASK]	replacement_correction	German	28.0	TV	made	4	4	VBD
Because it [MASK] not complex , also we do n't confuse .	[MASK]	replacement_correction	Japanese	26.00	RV	does	2	4	VBZ
Because it does not complex , [MASK] we do n't confuse .	[MASK]	replacement_correction	Japanese	26.00	R	also	6	4	RB
Because it does not complex , also [MASK] do n't confuse .	[MASK]	replacement_correction	Japanese	26.00	R	we	7	2	PRP
Because it does not complex , also we [MASK] n't confuse .	[MASK]	replacement_correction	Japanese	26.00	R	do	8	2	VBP
Because it does not complex , also we do [MASK] confuse .	[MASK]	replacement_correction	Japanese	26.00	R	n't	9	3	RB
Because it does not complex , also we do n't [MASK] .	[MASK]	replacement_correction	Japanese	26.00	R	confuse	10	7	VB
Every Monday [MASK] 're having a practice time .	[MASK]	replacement_correction	Korean	23.0	TV	we	2	2	PRP
Every Monday we [MASK] having a practice time .	[MASK]	replacement_correction	Korean	23.0	TV	're	3	3	VBP
Every Monday we 're [MASK] a practice time .	[MASK]	replacement_correction	Korean	23.0	TV	having	4	6	VBG
Another thing is that I took a particular amount of money to buy a tickets and when I [MASK] infrant of casses I found out that the cost of tickets on your advertisement and real price was n't the same , real price was much higher .	[MASK]	replacement_correction	Russian	20.0	S	apeared	18	7	VBD
Another thing is that I took a particular amount of money to buy a tickets and when I apeared [MASK] of casses I found out that the cost of tickets on your advertisement and real price was n't the same , real price was much higher .	[MASK]	replacement_correction	Russian	20.0	S	infrant	19	7	NN
Another thing is that I took a particular amount of money to buy a tickets and when I apeared infrant of [MASK] I found out that the cost of tickets on your advertisement and real price was n't the same , real price was much higher .	[MASK]	replacement_correction	Russian	20.0	DN	casses	21	6	NNS
Another thing is that I took a particular amount of money to buy a tickets and when I apeared infrant of casses I found out that the cost of tickets [MASK] your advertisement and real price was n't the same , real price was much higher .	[MASK]	replacement_correction	Russian	20.0	RT	on	30	2	IN
Another thing is that I took a particular amount of money to buy a tickets and when I apeared infrant of casses I found out that the cost of tickets on your advertisement and real price [MASK] n't the same , real price was much higher .	[MASK]	replacement_correction	Russian	20.0	AGV	was	36	3	VBD
Another thing is that I took a particular amount of money to buy a tickets and when I apeared infrant of casses I found out that the cost of tickets on your advertisement and real price was [MASK] the same , real price was much higher .	[MASK]	replacement_correction	Russian	20.0	AGV	n't	37	3	RB
In my opinion , one of the best things [MASK] the last Festival was that there were not only concerts .	[MASK]	replacement_correction	Italian	28.00	RT	of	9	2	IN
For example , reading on the screen is still not as comfortable as on [MASK] .	[MASK]	replacement_correction	Chinese	27.00	CN	papers	14	6	NNS
Taking the programme and the show into consideration , we suggest that we [MASK] have time to go to the show in the afternoon on Tuesday .	[MASK]	replacement_correction	Japanese	24.00	RV	can	13	3	MD
I received your letter this morning and I was very [MASK] it .	[MASK]	replacement_correction	Japanese	26.0	S	suprised	10	8	JJ
She did n't [MASK] a lot but she knew all important things .	[MASK]	replacement_correction	German	26.0	RV	learn	3	5	VB
Pat sent [MASK] my house a fax with the different alternatives she thought but unfortunately my grandmother was there and she saw the paper so the sorprise was ended .	[MASK]	replacement_correction	Spanish	28.0	W	to	2	2	TO
Pat sent to [MASK] house a fax with the different alternatives she thought but unfortunately my grandmother was there and she saw the paper so the sorprise was ended .	[MASK]	replacement_correction	Spanish	28.0	W	my	3	2	PRP$
Pat sent to my [MASK] a fax with the different alternatives she thought but unfortunately my grandmother was there and she saw the paper so the sorprise was ended .	[MASK]	replacement_correction	Spanish	28.0	W	house	4	5	NN
Pat sent to my house [MASK] fax with the different alternatives she thought but unfortunately my grandmother was there and she saw the paper so the sorprise was ended .	[MASK]	replacement_correction	Spanish	28.0	W	a	5	1	DT
Pat sent to my house a [MASK] with the different alternatives she thought but unfortunately my grandmother was there and she saw the paper so the sorprise was ended .	[MASK]	replacement_correction	Spanish	28.0	W	fax	6	3	NN
Pat sent to my house a fax with the different alternatives she [MASK] but unfortunately my grandmother was there and she saw the paper so the sorprise was ended .	[MASK]	replacement_correction	Spanish	28.0	TV	thought	12	7	VBD
Pat sent to my house a fax with the different alternatives she thought but unfortunately my grandmother was there and she saw the paper so the [MASK] was ended .	[MASK]	replacement_correction	Spanish	28.0	S	sorprise	26	8	NN
Pat sent to my house a fax with the different alternatives she thought but unfortunately my grandmother was there and she saw the paper so the sorprise was [MASK] .	[MASK]	replacement_correction	Spanish	28.0	RV	ended	28	5	VBN
The main advantage of modern technology is getting more [MASK] in shorter time .	[MASK]	replacement_correction	Korean	29.0	CN	informations	9	12	NNS
On the other hand , if [MASK] are more than 10 people , you can have a group price and pay only 6 Frs per person .	[MASK]	replacement_correction	French	31.00	RA	you	6	3	PRP
On the other hand , if you are more than 10 people , you can [MASK] a group price and pay only 6 Frs per person .	[MASK]	replacement_correction	French	31.00	RV	have	15	4	VB
Who [MASK] ?	[MASK]	replacement_correction	Chinese	26.0	AGV	know	1	4	VBP
She [MASK] sitting next to me , we started to chat more and more , then we became good friends .	[MASK]	replacement_correction	Chinese	21.0	TV	is	1	2	VBZ
She is [MASK] next to me , we started to chat more and more , then we became good friends .	[MASK]	replacement_correction	Chinese	21.0	TV	sitting	2	7	VBG
She is sitting next to me [MASK] we started to chat more and more , then we became good friends .	[MASK]	replacement_correction	Chinese	21.0	RP	,	6	1	,
She is sitting next to me , [MASK] started to chat more and more , then we became good friends .	[MASK]	replacement_correction	Chinese	21.0	RP	we	7	2	PRP
She is sitting next to me , we started to chat more and more [MASK] then we became good friends .	[MASK]	replacement_correction	Chinese	21.0	RP	,	14	1	,
She is sitting next to me , we started to chat more and more , [MASK] we became good friends .	[MASK]	replacement_correction	Chinese	21.0	RP	then	15	4	RB
[MASK] of the reason above , I , indeed , spent awful last night in London .	[MASK]	replacement_correction	Korean	29.0	RT	Because	0	7	IN
Because [MASK] the reason above , I , indeed , spent awful last night in London .	[MASK]	replacement_correction	Korean	29.0	RT	of	1	2	IN
Because of the [MASK] above , I , indeed , spent awful last night in London .	[MASK]	replacement_correction	Korean	29.0	AGN	reason	3	6	NN
